,Address,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,Kind,Postal code,Public name,Rental status,Slots,Station type,Status,Subscription status,day,hour,minute
1302,104 avenue Ledru Rollin,0,0,0,1,operational,Paris,STATION,75011,Paris/Ledru Rollin/104,operational,5,station,ok,nonexistent,1,6,17
1303,80 rue de SÃ¨vres,0,0,0,0,nonexistent,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/SÃ¨vres/80,operational,2,station,ok,nonexistent,3,17,46
1304,38 ter rue du Mont ValÃ©rien,2,0,0,0,operational,Saint-Cloud,STATION,92210,Saint-Cloud/Mont ValÃ©rien/38,operational,1,station,ok,nonexistent,5,21,37
1305,123 Rue du Faubourg Saint-HonorÃ©,0,0,0,1,operational,Paris,STATION,75008,Paris/Saint-HonorÃ©/123,operational,6,station,ok,nonexistent,9,6,31
1306,29 rue Doudeauville,0,0,0,0,operational,Paris,STATION,75018,Paris/Doudeauville/29,operational,5,station,ok,nonexistent,6,13,57
1307,2 avenue Parmentier,2,0,0,0,operational,Paris,SPACE,75011,Paris/Parmentier/2,operational,3,full_station,ok,operational,4,8,30
1308,41 avenue Bosquet,0,0,0,1,operational,Paris,STATION,75007,Paris/Bosquet/41,operational,4,station,ok,nonexistent,1,10,15
1309,1 rue Emile Raspail,2,0,0,0,nonexistent,Arcueil,STATION,94110,Arcueil/Emile Raspail/1,operational,2,station,ok,nonexistent,2,20,36
1310,15 Rue de Verdun,1,0,1,0,nonexistent,Suresnes,SPACE,92150,Suresnes/Verdun/15,operational,3,full_station,ok,operational,2,5,11
1311,215 Avenue des GrÃ©sillons,6,0,0,0,nonexistent,Gennevilliers,STATION,92230,Gennevilliers/GrÃ©sillons/215,operational,0,station,ok,nonexistent,1,3,24
1312,31 rue Beaurepaire,0,0,0,2,operational,Paris,STATION,75010,Paris/Beaurepaire/31,operational,5,station,ok,nonexistent,6,5,51
1313,16 avenue du GÃ©nÃ©ral Malleret,0,0,0,0,nonexistent,Alfortville,SPACE,94140,Alfortville/Malleret/16,operational,6,full_station,ok,operational,3,12,42
1314,4 rue Ãmile Reynaud,3,0,0,2,operational,Paris,STATION,75019,Paris/Ãmile Reynaud/4,operational,3,station,ok,nonexistent,2,10,25
1315,24 rue Caillaux,2,0,0,1,operational,Paris,STATION,75013,Paris/Caillaux/24,operational,3,station,ok,nonexistent,1,17,37
1316,41 Boulevard Pasteur,1,0,1,0,operational,Paris,STATION,75015,Paris/Pasteur/41,operational,3,station,ok,nonexistent,1,13,0
1317,61 Avenue de Flandre,0,0,0,0,broken,Paris,STATION,75019,Paris/Flandre/61,broken,0,station,closed,nonexistent,4,22,59
1318,29 rue du Cotentin,0,0,0,2,operational,Paris,STATION,75015,Paris/Cotentin/29,operational,6,station,ok,nonexistent,2,22,29
1319,90 boulevard National,5,0,0,0,nonexistent,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/National/90,operational,1,station,ok,nonexistent,6,6,16
1320,7 rue La Fayette,5,0,1,0,operational,Paris,STATION,75009,Paris/La Fayette/7,operational,0,station,ok,nonexistent,6,14,57
1321,86 avenue de la RÃ©publique,3,0,0,0,operational,Paris,STATION,75011,Paris/RÃ©publique/86,operational,2,station,ok,nonexistent,5,0,30
1322,18 Place Mozart,0,0,0,0,nonexistent,Joinville-le-Pont,STATION,94340,Joinville-le-Pont/Mozart/18,operational,5,station,ok,nonexistent,9,8,42
1323,14 rue Velpeau,0,0,0,0,nonexistent,Antony,STATION,92160,Antony/Velpeau/14,operational,5,station,ok,nonexistent,3,5,44
1324,189 Rue de Tolbiac,0,0,0,0,operational,Paris,STATION,75013,Paris/Tolbiac/189,operational,2,station,ok,nonexistent,6,21,1
1325,98 Boulevard de Vanves,1,1,0,0,nonexistent,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/Vanves/98,operational,3,station,ok,nonexistent,1,15,55
1326,122 boulevard Jean JaureÌs,6,0,0,0,nonexistent,Clichy-la-Garenne,STATION,92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,0,station,ok,nonexistent,4,16,54
1327,15 place du GÃ©nÃ©ral de Gaulle,5,0,0,0,nonexistent,Montreuil,STATION,93100,Montreuil/De Gaulle/15,operational,2,station,ok,nonexistent,3,13,17
1328,81 Boulevard Vincent Auriol,0,0,0,2,operational,Paris,STATION,75013,Paris/Vincent Auriol/81,operational,6,station,ok,nonexistent,3,16,26
1329,16 rue de l'ArrivÃ©e,0,0,0,1,operational,Paris,STATION,75015,Paris/ArrivÃ©e/16,operational,5,station,ok,nonexistent,5,19,17
1330,203 Rue du Faubourg-Saint-Martin,0,1,0,2,operational,Paris,STATION,75010,Paris/Faubourg-Saint-Martin/203,operational,5,station,ok,nonexistent,2,10,39
1331,22 rue des Roches,4,1,0,0,nonexistent,Montreuil,STATION,93100,Montreuil/Roches/22,operational,0,station,ok,nonexistent,6,21,41
1332,135 avenue de Verdun,3,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Verdun/135,operational,3,station,ok,nonexistent,1,3,13
1333,50 Boulevard Pereire,2,0,0,0,operational,Paris,SPACE,75017,Paris/Pereire/50,operational,1,full_station,ok,operational,1,18,18
1334,6 Rue Pablo Neruda,5,0,1,0,nonexistent,Nanterre,STATION,92000,Nanterre/Pablo Neruda/6,operational,0,station,ok,nonexistent,2,4,17
1335,66 Boulevard CamÃ©linat,2,0,0,0,nonexistent,Gennevilliers,STATION,92230,Gennevilliers/CamÃ©linat/66,operational,4,station,ok,nonexistent,9,16,18
1336,4 rue Ãmile Reynaud,2,0,0,1,operational,Paris,STATION,75019,Paris/Ãmile Reynaud/4,operational,3,station,ok,nonexistent,4,21,55
1337,86 Rue du Lieutenant Colonel de Montbrison,2,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Lieutenant Colonel de Montbrison/86,operational,1,station,ok,nonexistent,8,17,52
1338,52 Rue de Bagneux,4,0,0,0,nonexistent,Sceaux,STATION,92330,Sceaux/Bagneux/52,operational,2,station,ok,nonexistent,6,6,39
1339,15 avenue du GÃ©nÃ©ral Laperrine,0,0,0,2,operational,Paris,STATION,75012,Paris/Laperrine/15,operational,5,station,ok,nonexistent,3,1,41
1340,53 rue du Bois l'AbbÃ©,5,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Bois l'AbbÃ©/53,operational,1,station,ok,nonexistent,7,22,28
1341,161 boulevard Bineau,0,0,0,0,nonexistent,Neuilly-sur-Seine,STATION,92200,Neuilly-sur-Seine/Bineau/161,broken,0,station,closed,nonexistent,4,19,35
1342,13 Rue de l'Union,2,0,1,0,nonexistent,Nanterre,STATION,92000,Nanterre/Union/13,operational,2,station,ok,nonexistent,3,8,16
1343,32 boulevard Jean-Baptiste Oudry,5,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/Jean-Baptiste Oudry/32,operational,0,station,ok,nonexistent,5,16,11
1344,1 avenue Ãmile Laurent,4,0,1,0,operational,Paris,STATION,75012,Paris/Ãmile Laurent/1,operational,0,station,ok,nonexistent,6,12,34
1345,2 rue du Charolais,1,0,0,1,operational,Paris,STATION,75012,Paris/Charolais/2,operational,4,station,ok,nonexistent,8,13,24
1346,3 rue Gabriel PÃ©ri,0,0,0,0,nonexistent,Saint-Denis,STATION,93200,Saint-Denis/Gabriel PÃ©ri/3,broken,0,station,closed,nonexistent,9,20,46
1347,194 rue de fontenay,7,0,0,0,nonexistent,Vincennes,STATION,94300,Vincennes/Fontenay/194,operational,0,station,ok,nonexistent,3,4,37
1348,38 Rue RÃ©aumur,0,0,0,1,operational,Paris,STATION,75003,Paris/RÃ©aumur/38,operational,4,station,ok,nonexistent,6,12,36
1349,2 avenue du Val de Fontenay,4,0,1,0,nonexistent,Fontenay-Sous-Bois,STATION,94120,Fontenay-Sous-Bois/Val de Fontenay/2,operational,1,station,ok,nonexistent,5,16,43
1350,4 rue Beaugrenelle,2,0,0,0,operational,Paris,STATION,75015,Paris/Beaugrenelle/4,operational,0,station,ok,nonexistent,4,8,42
1351,2 Rue Fernand Pelloutier,2,0,0,0,nonexistent,Puteaux,STATION,92800,Puteaux/Fernand Pelloutier/2,operational,2,station,ok,nonexistent,8,8,56
1352,61 quai Blanqui,0,0,0,0,nonexistent,Alfortville,STATION,94140,Alfortville/Blanqui/61,broken,0,station,closed,nonexistent,2,19,28
1353,81 rue FalguiÃ¨re,0,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Pasteur Montparnasse/Parking,operational,5,station,ok,nonexistent,5,1,50
1354,252 bis rue Saint-Martin,0,0,0,0,nonexistent,Paris,PARKING,75003,Paris/Saint-Martin/Parking,operational,6,station,ok,nonexistent,7,6,0
1355,17 Avenue Victoria,0,1,0,1,operational,Paris,STATION,75001,Paris/Victoria/17,operational,4,station,ok,nonexistent,4,9,58
1356,24 rue de la Paix,0,0,0,0,operational,Paris,STATION,75002,Paris/Paix/24,operational,4,station,ok,nonexistent,5,7,27
1357,36 Rue Ãtienne Marcel,1,1,0,0,operational,Paris,STATION,75002,Paris/Ãtienne Marcel/36,operational,1,station,ok,nonexistent,9,13,59
1358,81 rue FalguiÃ¨re,0,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Pasteur Montparnasse/Parking,operational,5,station,ok,nonexistent,2,14,57
1359,81 rue FalguiÃ¨re,0,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Pasteur Montparnasse/Parking,operational,3,station,ok,nonexistent,9,5,22
1360,37 rue du PrÃ©sident Wilson,0,0,0,0,nonexistent,Levallois-Perret,PARKING,92300,Levallois-Perret/Wilson-Barbusse/Parking,operational,0,station,ok,nonexistent,2,4,38
1361,3 Rue Dulcie September,3,0,0,0,nonexistent,Saint-Ouen,STATION,93400,Saint-Ouen/Dulcie September/3,operational,2,station,ok,nonexistent,8,18,34
1362,13 avenue de la Grande ArmÃ©e,0,0,0,0,operational,Paris,SPACE,75016,Paris/Grande ArmÃ©e/13,operational,3,full_station,ok,broken,8,15,51
1363,47 rue de la Grange aux Belles,3,0,0,1,operational,Paris,STATION,75010,Paris/Grange aux Belles/47,operational,2,station,ok,nonexistent,1,21,33
1364,47 rue de la Grange aux Belles,1,0,0,1,operational,Paris,STATION,75010,Paris/Grange aux Belles/47,operational,4,station,ok,nonexistent,8,6,26
1365,6 Boulevard Haussmann,4,0,0,0,operational,Paris,STATION,75009,Paris/Haussmann/6,operational,0,station,ok,nonexistent,4,11,22
1366,28 Rue Bara,2,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Bara/28,operational,4,station,ok,nonexistent,1,23,26
1367,2 Rue des EntrepÃ´ts,0,0,0,0,nonexistent,Saint-Ouen,STATION,93400,Saint-Ouen/EntrepÃ´ts/2,operational,2,station,ok,nonexistent,4,15,54
1368,15 avenue Ãmile Deschanel,3,0,0,1,operational,Paris,STATION,75007,Paris/Ãmile Deschanel/15,operational,3,station,ok,nonexistent,2,17,27
1369,3 boulevard du Couchant,3,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Couchant/3,operational,3,station,ok,nonexistent,8,14,26
1370,2 Rue de l'Amiral Coligny,0,0,0,2,operational,Paris,STATION,75001,Paris/Amiral Coligny/2,operational,6,station,ok,nonexistent,4,8,34
1371,43 avenue de la RÃ©publique,1,0,0,0,nonexistent,Montrouge,SPACE,92120,Montrouge/RÃ©publique/43,operational,2,full_station,ok,operational,7,20,4
1372,2 rue Pierre Renaudel,4,0,0,0,nonexistent,Champigny-sur-Marne,SPACE,94500,Champigny-sur-Marne/Pierre Renaudel/2,operational,2,full_station,ok,operational,3,14,7
1373,171 boulevard Saint-Germain,3,0,0,0,nonexistent,Paris,PARKING,75006,Paris/Saint-Germain des PrÃ©s/Parking,operational,3,station,ok,nonexistent,4,18,39
1374,17 Avenue de Colmar,6,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Colmar/17,operational,0,station,ok,nonexistent,6,17,8
1375,36 Rue des Saussaies,5,0,0,0,nonexistent,Cachan,STATION,94230,Cachan/Saussaies/36,operational,1,station,ok,nonexistent,7,22,26
1376,20 Chemin LatÃ©ral,5,0,0,0,operational,Drancy,STATION,93700,Drancy/LatÃ©ral/20,operational,1,station,ok,nonexistent,9,19,15
1377,32 boulevard Jean-Baptiste Oudry,1,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/Jean-Baptiste Oudry/32,operational,5,station,ok,nonexistent,1,7,9
1378,10 rue du Quatre septembre,0,0,0,1,operational,Paris,STATION,75002,Paris/Quatre septembre/10,operational,5,station,ok,nonexistent,3,3,53
1379,2 Avenue Albert 1er,3,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Albert 1er/2,operational,0,station,ok,nonexistent,4,19,41
1380,1 Place Ferrari,6,0,0,0,nonexistent,Clamart,STATION,92140,Clamart/Ferrari/1,operational,1,station,ok,nonexistent,6,21,53
1381,6 rue Paulin Enfert,4,0,0,0,operational,Paris,STATION,75013,Paris/Paulin Enfert/6,operational,0,station,ok,nonexistent,8,23,57
1382,29 rue Doudeauville,5,0,0,0,operational,Paris,STATION,75018,Paris/Doudeauville/29,operational,1,station,ok,nonexistent,4,17,42
1383,19 rue de Chateaubriand,5,0,0,0,operational,Paris,STATION,75008,Paris/Chateaubriand/19,operational,0,station,ok,nonexistent,4,11,22
1384,2 Place Charles de Gaulle,2,0,0,0,nonexistent,Vaucresson,STATION,92420,Vaucresson/Charles de Gaulle/2,operational,3,station,ok,nonexistent,9,10,3
1385,89 Avenue Albert Petit,6,0,0,0,nonexistent,Bagneux,STATION,92220,Bagneux/Albert Petit/89,operational,0,station,ok,nonexistent,3,0,12
1386,4 Avenue SecrÃ©tan,0,0,1,2,operational,Paris,STATION,75019,Paris/SecrÃ©tan/4,operational,5,station,ok,nonexistent,8,7,31
1387,61 Boulevard Ãmile Zola,4,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Ãmile Zola/61,operational,2,station,ok,nonexistent,2,18,4
1388,16 rue du TÃ©lÃ©graphe,0,1,0,1,operational,Paris,STATION,75020,Paris/TÃ©lÃ©graphe/16,operational,3,station,ok,nonexistent,1,12,22
1389,4 Rue Lobau,0,0,0,0,nonexistent,Paris,PARKING,75004,Paris/Lobau/Parking,broken,0,station,closed,broken,8,5,17
1390,162 rue de la Roquette,0,0,0,1,operational,Paris,STATION,75011,Paris/Roquette/162,operational,5,station,ok,nonexistent,1,12,0
1391,71 rue Froidevaux,1,0,0,0,nonexistent,Paris,STATION,75014,Paris/Froidevaux/71,operational,3,station,ok,nonexistent,9,19,37
1392,19 rue LÃ©on Renault,6,0,1,0,operational,Les Lilas,STATION,93260,Les Lilas/LÃ©on Renault/19,operational,0,station,ok,nonexistent,7,21,28
1393,35 Rue Louis Blanc,4,0,0,0,nonexistent,Saint-Ouen,STATION,93400,Saint-Ouen/Louis Blanc/35,operational,2,station,ok,nonexistent,8,21,51
1394,5 Place du Commerce,5,0,0,0,operational,Paris,STATION,75015,Paris/Commerce/5,operational,1,station,ok,nonexistent,7,5,6
1395,13 Rue Paul Lafargue,1,0,0,0,nonexistent,Saint-Ouen,SPACE,93400,Saint-Ouen/Paul Lafargue/13,operational,4,full_station,ok,operational,2,8,24
1396,1 rue de YÃ©limanÃ©,3,0,0,0,nonexistent,Montreuil,STATION,93100,Montreuil/YÃ©limanÃ©/1,operational,1,station,ok,nonexistent,8,16,41
1397,26 villa Croix-Nivert,5,0,0,0,nonexistent,Paris,PARKING,75015,Paris/Cambronne/Parking,operational,0,station,ok,nonexistent,9,22,32
1398,20 Rue Villiot,0,0,0,0,broken,Paris,SPACE,75012,Paris/Villiot/20,broken,0,full_station,closed,broken,8,11,35
1399,160 avenue LÃ©on Blum,0,0,0,0,nonexistent,Maisons-Alfort,STATION,94700,Maisons-Alfort/LÃ©on Blum/160,operational,6,station,ok,nonexistent,4,14,41
1400,15 Rue Marcel Ethis,4,0,0,0,nonexistent,Romainville,STATION,93230,Romainville/Marcel Ethis/15,operational,0,station,ok,nonexistent,3,21,16
1401,42 avenue de Friedland,2,0,0,0,nonexistent,Paris,STATION,75008,Paris/Friedland/42,operational,1,station,ok,nonexistent,4,18,38
1402,215 rue Henri Barbusse,4,0,1,0,nonexistent,Argenteuil,STATION,95100,Argenteuil/Henri Barbusse/215,operational,1,station,ok,nonexistent,8,4,49
1403,1 Rue de la Meurthe,4,0,2,0,operational,Paris,STATION,75019,Paris/Meurthe/1,operational,1,station,ok,nonexistent,4,7,42
1404,23 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,nonexistent,Gennevilliers,STATION,92230,Gennevilliers/De Gaulle/23,operational,6,station,ok,nonexistent,5,11,5
1405,9 Rue de la Gare,6,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Gare/9,operational,0,station,ok,nonexistent,1,7,41
1406,104 avenue Ledru Rollin,2,0,0,0,operational,Paris,STATION,75011,Paris/Ledru Rollin/104,operational,2,station,ok,nonexistent,5,4,30
1407,25 rue Henri Barbusse,2,0,0,1,operational,Paris,STATION,75005,Paris/Henri Barbusse/25,operational,2,station,ok,nonexistent,6,17,52
1408,115 avenue de Malakoff,5,1,0,0,nonexistent,Paris,STATION,75016,Paris/Malakoff/115,operational,0,station,ok,nonexistent,9,11,43
1409,82 rue de CrimÃ©e,4,0,1,0,operational,Paris,STATION,75019,Paris/CrimÃ©e/82,operational,1,station,ok,nonexistent,5,1,28
1410,26 Place de la Nation,0,0,0,2,operational,Paris,STATION,75012,Paris/Nation/26,operational,4,station,ok,nonexistent,9,5,39
1411,2 Avenue LeÌon Blum,5,0,0,0,nonexistent,Le Plessis-Robinson,SPACE,92350,Le Plessis-Robinson/LeÌon Blum/2,operational,1,full_station,ok,broken,8,18,4
1412,19 rue LÃ©on Renault,6,0,0,0,operational,Les Lilas,STATION,93260,Les Lilas/LÃ©on Renault/19,operational,0,station,ok,nonexistent,5,7,26
1413,21 avenue de Paris,6,0,0,0,nonexistent,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/Paris/21,operational,0,station,ok,nonexistent,4,3,32
1414,22 rue de Lorraine,4,0,0,0,nonexistent,Paris,STATION,75019,Paris/Lorraine/22,operational,0,station,ok,nonexistent,1,7,7
1415,46 rue Edgard Quinet,4,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,Neuilly-Plaisance/Edgard Quinet/46,operational,2,station,ok,nonexistent,1,23,54
1416,231 rue des PyrÃ©nÃ©es,1,0,0,0,nonexistent,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/231,operational,2,station,ok,nonexistent,5,9,49
1417,14 rue Bertin PoirÃ©e,0,0,0,1,operational,Paris,STATION,75001,Paris/Bertin PoirÃ©e/14,operational,3,station,ok,nonexistent,6,16,5
1418,2 rue des Eaux,6,0,0,0,operational,Paris,STATION,75016,Paris/Eaux/2,operational,0,station,ok,nonexistent,3,6,11
1419,16 Rue Molitor,1,0,0,1,operational,Paris,STATION,75016,Paris/Molitor/16,operational,4,station,ok,nonexistent,8,23,45
1420,16 Avenue du MarÃ©chal Lyautey,5,0,0,0,nonexistent,CrÃ©teil,STATION,94000,CrÃ©teil/MarÃ©chal Lyautey/16,operational,1,station,ok,nonexistent,7,16,2
1421,24 rue du ChÃ¢teau Landon,1,0,0,0,operational,Paris,STATION,75010,Paris/ChÃ¢teau Landon/24,operational,3,station,ok,nonexistent,3,5,13
1422,199 Rue du Faubourg Saint-Antoine,4,0,0,0,nonexistent,Paris,SPACE,75011,Paris/Saint-Antoine/199,operational,0,full_station,ok,operational,3,9,41
1423,8 rue des Chantiers,2,0,0,0,nonexistent,Versailles,SPACE,78000,Versailles/Chantiers/8,operational,4,full_station,ok,operational,2,5,50
1424,8 rue Adolphe Mille,2,0,0,0,operational,Paris,STATION,75019,Paris/Adolphe Mille/8,operational,1,station,ok,nonexistent,3,12,25
1425,8 Rue Denfert Rochereau,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Denfert Rochereau/8,operational,0,station,ok,nonexistent,2,18,46
1426,2 avenue des murs du parc,0,0,0,0,nonexistent,Vincennes,STATION,94300,Vincennes/Murs du parc/2,operational,6,station,ok,nonexistent,9,19,1
1427,3 rue de BÃ©rite,0,0,0,0,nonexistent,Paris,STATION,75006,Paris/BÃ©rite/3,operational,2,station,ok,nonexistent,8,17,32
1428,19 place de la Madeleine,6,0,0,0,nonexistent,Paris,PARKING,75008,Paris/Madeleine Tronchet/Parking,operational,0,station,ok,nonexistent,3,20,8
1429,10 rue Jean Nicot,2,0,0,0,nonexistent,Paris,STATION,75007,Paris/Jean Nicot/10,operational,2,station,ok,nonexistent,2,15,40
1430,84 Rue Cartier Bresson,4,0,0,0,nonexistent,Pantin,STATION,93500,Pantin/Cartier Bresson/84,operational,0,station,ok,nonexistent,2,21,4
1431,22 boulevard FÃ©lix Faure,4,0,0,0,nonexistent,Aulnay-sous-bois,SPACE,93600,Aulnay-sous-bois/FÃ©lix Faure/22,operational,2,full_station,ok,operational,5,14,16
1432,19 rue BrÃ©montier,3,0,0,1,operational,Paris,STATION,75017,Paris/BrÃ©montier/19,operational,3,station,ok,nonexistent,1,8,2
1433,7 rue Arthur Chevalier,6,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Arthur Chevalier/7,operational,0,station,ok,nonexistent,9,16,52
1434,169 avenue de Flandre,3,0,0,1,operational,Paris,SPACE,75019,Paris/Flandre/169,operational,2,full_station,ok,broken,8,4,37
1435,15 rue de Rocroy,0,0,0,0,operational,Paris,STATION,75010,Paris/Rocroy/15,operational,3,station,ok,nonexistent,9,16,39
1436,65 Avenue Lenine,4,0,0,0,nonexistent,Nanterre,STATION,92000,Nanterre/Lenine/65,operational,2,station,ok,nonexistent,9,22,17
1437,2 rue Ponceau,4,0,0,0,nonexistent,Meudon,STATION,92190,Meudon/Ponceau/2,operational,0,station,ok,nonexistent,1,2,25
1438,1 avenue Georges Mandel,0,0,0,2,operational,Paris,STATION,75016,Paris/Georges Mandel/1,operational,5,station,ok,nonexistent,5,23,58
1439,131 rue du Chevaleret,2,0,0,2,operational,Paris,STATION,75013,Paris/Chevaleret/131,operational,4,station,ok,nonexistent,8,23,50
1440,35 quai Alphonse Le Gallo,5,0,1,0,nonexistent,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/Alphonse Le Gallo/35,operational,0,station,ok,nonexistent,7,6,6
1441,98 avenue Albert 1er,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Albert 1er/98,operational,6,station,ok,nonexistent,5,23,21
1442,2 Avenue Mozart,3,0,0,0,nonexistent,Paris,STATION,75016,Paris/Mozart/2,operational,0,station,ok,nonexistent,8,13,5
1443,123 Grande Rue,3,0,0,0,nonexistent,SÃ¨vres,STATION,92310,SÃ¨vres/Grande Rue/123,operational,1,station,ok,nonexistent,4,2,33
1444,1 Rue Georges Corete,0,0,0,0,nonexistent,Gennevilliers,SPACE,92230,Gennevilliers/Georges Corete/1,broken,0,full_station,closed,broken,3,5,23
1445,1 place Stalingrad,6,0,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,Neuilly-Plaisance/Stalingrad/1,operational,0,station,ok,nonexistent,2,16,20
1446,5 rue Jacques Callot,0,0,0,0,nonexistent,Paris,STATION,75006,Paris/Jacques Callot/5,operational,2,station,ok,nonexistent,4,22,40
1447,21 avenue de la Fontaine du Tertre,6,0,0,0,nonexistent,Suresnes,STATION,92150,Suresnes/Fontaine du Tertre/21,operational,0,station,ok,nonexistent,5,1,8
1448,1 rue Croulebarbe,4,0,0,0,operational,Paris,STATION,75013,Paris/Croulebarbe/1,operational,2,station,ok,nonexistent,6,7,25
1449,9 rue Lobineau,1,0,1,1,operational,Paris,STATION,75006,Paris/Lobineau/9,operational,2,station,ok,nonexistent,1,18,36
1450,33 rue de Lourmel,1,0,0,0,nonexistent,Paris,STATION,75015,Paris/Lourmel/33,operational,2,station,ok,nonexistent,9,18,19
1451,8 rue de Lyon,0,0,1,0,nonexistent,Paris,STATION,75012,Paris/Lyon/8,operational,2,station,ok,nonexistent,7,15,13
